roff | text/troff
kon | application/vnd.kde.kontour
mp4s | application/mp4
m1v | video/mpeg
xif | image/vnd.xiff
ggt | application/vnd.geogebra.tool
mp4v | video/mp4
atomcat | application/atomcat+xml
html | text/html
zmm | application/vnd.handheld-entertainment+xml
m2a | audio/mpeg
mp4a | audio/mp4
tao | application/vnd.tao.intent-module-archive
ghf | application/vnd.groove-help
tar | application/x-tar
oxt | application/vnd.openofficeorg.extension
webp | image/webp
kpr | application/vnd.kde.kpresenter
mts | model/vnd.mts
kpt | application/vnd.kde.kpresenter
webm | video/webm
edm | application/vnd.novadigm.edm
m2v | video/mpeg
edx | application/vnd.novadigm.edx
cb7 | application/x-cbr
m3a | audio/mpeg
weba | audio/webm
pkipath | application/pkix-pkipath
cab | application/vnd.ms-cab-compressed
gif | image/gif
xfdf | application/vnd.adobe.xfdf
caf | audio/x-caf
appcache | text/cache-manifest
gim | application/vnd.groove-identity-message
mus | application/vnd.musician
imp | application/vnd.accpac.simply.imp
ims | application/vnd.ms-ims
m3u | audio/x-mpegurl
xfdl | application/vnd.xfdl
cap | application/vnd.tcpdump.pcap
car | application/vnd.curl.car
cat | application/vnd.ms-pki.seccat
sv4cpio | application/x-sv4cpio
wbxml | application/vnd.wap.wbxml
mvb | application/x-msmediaview
m4b | audio/mp4
m4a | audio/mp4
tcl | application/x-tcl
hpgl | application/vnd.hp-hpgl
cba | application/x-cbr
cdmic | application/cdmi-container
cdmid | application/cdmi-domain
cdmia | application/cdmi-capability
oprc | application/vnd.palm
ink | application/inkml+xml
mscml | application/mediaservercontrol+xml
m4r | audio/mp4
xla | application/vnd.ms-excel
jisp | application/vnd.jisp
m4v | video/mp4
xlc | application/vnd.ms-excel
m4u | video/vnd.mpegurl
cdmio | application/cdmi-object
cbr | application/x-cbr
xlf | application/x-xliff+xml
cbt | application/x-cbr
cdmiq | application/cdmi-queue
xlm | application/vnd.ms-excel
cbz | application/x-cbr
cdkey | application/vnd.mediastation.cdkey
mwf | application/vnd.mfer
xls | application/vnd.ms-excel
